294,A,40,0,0,1.0,0.23467815769152503,0.18786822159582642,11.272093295749585,6778,271120
295,B,40,0,0,1.0,0.24233137611460978,0.18965620604653483,11.37937236279209,6778,271120
296,C,40,0,0,1.0,0.2499080623534637,0.19159297731940278,11.495578639164167,6778,271120
297,D,0,0,40,0.0,0.24740898172992906,0.19351038087954212,11.610622852772527,6778,271120
298,E,40,40,0,0.5,0.24993489191262977,0.19549194373741338,11.729516624244804,6778,271120
299,.,0,0,40,0.0,0.24743554299350348,0.19745369096670595,11.847221458002357,6810,272400
300,.,0,0,40,0.0,0.24496118756356844,0.19939582072370551,11.963749243422331,6850,274000
301,.,0,0,40,0.0,0.24251157568793275,0.20131852918313517,12.07911175098811,6890,275600
302,.,0,0,40,0.0,0.2400864599310534,0.20322201055797046,12.193320633478228,6930,277200
303,G,0,0,40,0.0,0.23768559533174285,0.20510645711905742,12.306387427143445,6970,278800
304,H,40,0,0,1.0,0.24530873937842543,0.20697205921453349,12.418323552872009,6970,278800
305,I,40,0,0,1.0,0.25285565198464116,0.20881900528905481,12.529140317343289,6970,278800
306,J,40,0,0,1.0,0.26032709546479477,0.21064748190283095,12.638848914169857,6970,278800
307,K,40,0,0,1.0,0.2677238245101468,0.21245767375046934,12.74746042502816,6970,278800
308,L,40,0,0,1.0,0.27504658626504536,0.21424976367963131,12.854985820777879,6970,278800
309,.,0,0,40,0.0,0.2722961204023949,0.21602393270950165,12.9614359625701,7003,280120
310,.,0,0,40,0.0,0.269573159198371,0.21778036004907333,13.066821602944399,7043,281720
311,.,0,0,40,0.0,0.2668774276063873,0.21951922311524924,13.171153386914954,7083,283320
312,.,0,0,40,0.0,0.2642086533303234,0.22124069755076339,13.274441853045804,7123,284920
313,W,0,0,40,0.0,0.2615665667970202,0.22294495724192245,13.376697434515346,7163,286520
314,A,40,0,0,1.0,0.26895090112904996,0.22463217433616992,13.477930460170194,7163,286520
315,B,0,0,40,0.0,0.26626139211775945,0.22613585259280819,13.568151155568492,7203,288120
316,C,40,0,0,1.0,0.27359877819658185,0.2276244940668801,13.657469644012806,7203,288120
317,M,0,80,40,0.0,0.27086279041461603,0.22909824912621132,13.74589494757268,7203,288120
318,N,40,0,0,1.0,0.27815416251046987,0.23072393330161589,13.843435998096954,7203,288120
319,.,0,0,40,0.0,0.2753726208853652,0.23233336063526638,13.940001638115984,7242,289680
320,.,0,0,40,0.0,0.2726188946765115,0.23392669369558042,14.035601621734825,7282,291280
321,.,0,0,40,0.0,0.2698927057297464,0.23550409342529124,14.130245605517475,7322,292880
322,.,0,0,40,0.0,0.2671937786724489,0.23706571915770505,14.223943149462302,7362,294480
323,Z,0,0,40,0.0,0.26452184088572445,0.23861172863279462,14.316703717967677,7402,296080
324,D,40,0,0,1.0,0.2718766224768672,0.24014227801313334,14.408536680788,7402,296080
325,B,40,0,0,1.0,0.27915785625209855,0.24165752189966866,14.499451313980119,7402,296080
326,C,40,0,0,1.0,0.28636627768957756,0.24315761334733865,14.589456800840319,7402,296080
